carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,type,manufacturer,model,engines,seats,engine,arr_delay
B6,225,N640JB,JFK,TPA,127.0,1005,19,35,64.04,50.0,60.25,40.0,9.20624,,0.0,1023.8,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
EV,6062,N12967,EWR,BDL,31.0,116,7,25,71.06,66.02,84.1,220.0,6.90468,,0.0,1016.3,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
F9,837,N218FR,LGA,DEN,218.0,1620,17,30,77.0,46.04,33.39,300.0,10.35702,,0.0,1017.9,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-214,2.0,182.0,Turbo-fan,0.0
AA,319,N4XJAA,LGA,ORD,124.0,733,9,45,37.94,19.94,47.89,320.0,12.65858,,0.0,1013.4,10.0,,,,,,,0.0
DL,479,N3749D,JFK,ATL,123.0,760,6,15,53.96,51.98,92.99,190.0,24.16638,,0.0,1011.6,5.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,Turbo-jet,0.0
AA,2019,N540AA,LGA,STL,138.0,888,18,50,41.0,15.08,34.47,290.0,19.56326,29.92028,0.0,1009.5,10.0,Fixed wing single engine,AMERICAN AIRCRAFT INC,FALCON XP,1.0,2.0,Reciprocating,0.0
MQ,3416,N735MQ,LGA,RDU,73.0,431,15,35,80.06,69.98,71.39,160.0,13.80936,,0.0,1019.4,10.0,,,,,,,1.0
EV,5714,N877AS,JFK,IAD,42.0,228,19,30,78.08,66.92,68.59,210.0,14.96014,,0.0,1016.1,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,1.0
EV,4370,N14542,EWR,CHS,113.0,628,13,59,46.94,26.96,45.48,240.0,13.80936,19.56326,0.0,1015.5,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
DL,2147,N964DL,LGA,ATL,117.0,762,18,0,51.08,37.94,60.6,140.0,6.90468,,0.0,1034.7,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,0.0
UA,443,N510UA,JFK,LAX,340.0,2475,8,40,30.92,28.94,92.92,340.0,21.86482,28.7695,0.01,,0.75,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,1.0
EV,4440,N16149,EWR,IND,113.0,645,15,42,46.04,19.04,33.73,,4.60312,,0.0,1007.0,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,1.0
VX,11,N839VA,JFK,SFO,352.0,2586,7,30,28.04,15.98,60.1,30.0,4.60312,,0.0,1042.1,10.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,Turbo-fan,0.0
US,2175,N744P,LGA,DCA,50.0,214,13,0,57.92,53.96,87.74,50.0,11.5078,,0.0,,9.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2.0,179.0,Turbo-fan,1.0
MQ,3599,N502MQ,LGA,MSP,149.0,1020,6,45,77.0,66.92,71.08,280.0,3.45234,,0.0,1003.9,10.0,,,,,,,1.0
DL,443,N711ZX,JFK,SEA,321.0,2422,20,45,60.98,39.92,45.74,270.0,16.11092,,0.0,1014.4,10.0,Fixed wing multi engine,BOEING,757-231,2.0,178.0,Turbo-fan,0.0
EV,5824,N13989,EWR,RIC,53.0,277,8,50,64.04,51.98,64.84,20.0,13.80936,,0.0,1016.6,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
9E,3899,N8921B,JFK,CLE,72.0,425,19,25,53.06,35.96,52.11,310.0,24.16638,35.67418,0.0,1015.3,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,1.0
DL,1031,N362NB,LGA,DTW,78.0,502,11,5,78.98,71.06,76.74,50.0,16.11092,,0.0,1013.9,7.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,Turbo-fan,1.0
EV,4395,N14907,EWR,IND,95.0,645,12,59,87.98,66.92,49.79,210.0,16.11092,,0.0,1014.8,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
EV,4537,N11565,EWR,MEM,172.0,946,8,10,37.04,28.04,69.63,10.0,12.65858,,0.0,1027.4,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
B6,611,N292JB,JFK,JAX,118.0,828,8,29,33.08,14.0,44.92,340.0,14.96014,,0.0,1008.5,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
MQ,3669,N528MQ,LGA,ATL,106.0,762,14,25,59.0,46.04,62.07,210.0,10.35702,,0.0,1022.8,10.0,,,,,,,0.0
B6,301,N715JB,JFK,FLL,172.0,1069,14,29,,,,,,,,,,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
B6,927,N652JB,EWR,MCO,124.0,937,12,41,84.92,66.92,54.9,20.0,11.5078,,0.0,1011.8,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
UA,708,N846UA,EWR,ORD,108.0,719,16,59,69.08,66.02,89.98,90.0,9.20624,,0.0,1017.5,4.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2.0,179.0,Turbo-jet,0.0
B6,91,N656JB,JFK,OAK,353.0,2576,19,30,42.08,21.02,42.69,320.0,5.7539,,0.0,1034.2,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
UA,765,N414UA,EWR,DEN,196.0,1605,11,30,86.0,73.04,65.35,200.0,12.65858,,0.0,1023.7,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
9E,3354,N907XJ,JFK,BOS,37.0,187,13,59,57.02,24.08,27.82,310.0,19.56326,26.46794,0.0,1018.2,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
MQ,3658,N520MQ,LGA,ATL,108.0,762,12,5,87.08,69.98,56.92,290.0,6.90468,,0.0,1025.7,10.0,,,,,,,1.0
9E,3375,N902XJ,JFK,SAT,221.0,1587,16,59,44.96,19.94,36.52,320.0,12.65858,,0.0,1033.0,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
US,2150,N949UW,LGA,BOS,35.0,184,14,0,80.96,57.02,43.99,310.0,9.20624,16.11092,0.0,1008.0,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
AA,119,N3EJAA,EWR,LAX,332.0,2454,18,30,75.92,39.02,26.43,290.0,14.96014,23.0156,0.0,1016.2,10.0,,,,,,,0.0
DL,2343,N358NB,EWR,ATL,119.0,746,10,30,78.08,64.04,62.05,40.0,14.96014,20.71404,0.0,1016.5,10.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,Turbo-fan,1.0
DL,863,N706TW,JFK,LAX,332.0,2475,12,0,55.94,46.94,71.7,160.0,18.41248,,0.0,1026.9,10.0,Fixed wing multi engine,BOEING,757-2Q8,2.0,178.0,Turbo-fan,0.0
EV,4424,N41104,EWR,RDU,70.0,416,6,30,53.96,46.94,77.06,20.0,12.65858,,0.0,1024.0,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,0.0
UA,1461,N27724,EWR,IAH,232.0,1400,12,0,32.0,12.92,44.74,290.0,12.65858,23.0156,0.0,1017.1,10.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,Turbo-jet,1.0
MQ,3478,N735MQ,LGA,DTW,74.0,502,7,55,64.94,51.08,60.77,20.0,13.80936,19.56326,0.0,1015.8,10.0,,,,,,,0.0
EV,5819,N14904,EWR,IAD,45.0,212,10,0,75.02,51.08,43.08,40.0,6.90468,,0.0,1020.0,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
UA,561,N534UA,LGA,DEN,199.0,1620,7,55,84.02,69.98,62.77,300.0,9.20624,,0.0,1017.2,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,0.0
B6,283,N827JB,JFK,MCO,131.0,944,16,45,54.86,28.4,35.98,210.0,18.41248,27.61872,0.0,1015.9,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
UA,512,N557UA,JFK,SFO,353.0,2586,17,29,42.98,6.08,21.38,270.0,19.56326,28.7695,0.0,1015.4,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,1.0
F9,837,N211FR,LGA,DEN,231.0,1620,17,30,57.2,53.96,89.48,80.0,10.35702,,0.02,,3.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,Turbo-fan,1.0
MQ,4404,N846MQ,JFK,RDU,79.0,427,12,35,55.04,26.96,33.69,260.0,26.46794,35.67418,0.0,1006.1,10.0,,,,,,,1.0
UA,1526,N37273,EWR,LAX,375.0,2454,19,23,57.92,55.04,90.11,200.0,4.60312,,0.0,1015.4,5.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,1.0
B6,87,N517JB,JFK,SLC,267.0,1990,19,10,33.98,17.96,51.47,360.0,14.96014,24.16638,0.0,1010.1,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,1.0
B6,53,N656JB,JFK,PBI,,1028,10,20,68.0,39.02,34.55,360.0,10.35702,,0.0,1024.6,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,
B6,117,N306JB,JFK,MSY,161.0,1182,6,55,48.02,44.06,86.08,90.0,5.7539,,0.0,1027.7,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
EV,4871,N759EV,LGA,CMH,75.0,479,8,30,73.4,69.8,88.51,320.0,8.05546,,0.0,,3.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2.0,80.0,Turbo-fan,0.0
B6,361,N652JB,LGA,PBI,143.0,1035,7,29,35.96,19.04,49.83,360.0,9.20624,,0.0,1010.8,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
UA,1444,N79402,EWR,ORD,109.0,719,6,44,77.0,71.06,81.92,50.0,4.60312,,0.0,1013.8,9.0,Fixed wing multi engine,BOEING,737-924,2.0,191.0,Turbo-fan,0.0
DL,1942,N334NB,EWR,ATL,100.0,746,15,45,66.92,53.96,63.08,160.0,10.35702,,0.0,1007.4,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2.0,145.0,Turbo-fan,0.0
MQ,4534,N713MQ,LGA,XNA,170.0,1147,7,5,42.08,28.04,57.22,300.0,16.11092,,0.0,1020.4,10.0,,,,,,,0.0
AA,33,N332AA,JFK,LAX,292.0,2475,7,30,78.8,73.94,87.12,250.0,11.5078,,0.0,,9.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,Turbo-fan,0.0
UA,389,N525UA,JFK,SFO,321.0,2586,18,38,44.96,35.96,70.52,280.0,13.80936,,0.0,1003.5,10.0,,,,,,,1.0
FL,357,N936AT,LGA,CAK,61.0,397,20,30,80.96,64.94,58.25,50.0,5.7539,,0.0,1011.5,10.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,Turbo-fan,1.0
UA,491,N408UA,EWR,FLL,151.0,1065,15,50,62.96,53.96,72.42,20.0,16.11092,,0.0,,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,1.0
UA,701,N494UA,EWR,IAH,194.0,1400,12,15,48.92,33.98,56.14,0.0,0.0,,0.0,1013.4,8.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
UA,685,,LGA,ORD,,733,15,1,77.0,71.96,84.46,230.0,5.7539,,0.02,1006.8,5.0,,,,,,,
AA,2075,N4WPAA,EWR,DFW,198.0,1372,19,29,48.92,42.08,77.14,320.0,16.11092,24.16638,0.0,1013.1,10.0,,,,,,,1.0
MQ,4406,N822MQ,JFK,RDU,65.0,427,8,50,59.0,48.92,69.17,230.0,6.90468,,0.0,1014.8,10.0,,,,,,,0.0
EV,4388,N13914,EWR,JAX,124.0,820,8,40,28.04,15.08,57.79,20.0,9.20624,,0.0,1041.9,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
EV,4638,N11548,EWR,CVG,110.0,569,8,35,53.96,48.92,83.0,10.0,4.60312,,0.0,1022.7,6.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
EV,4453,N11165,EWR,MCI,149.0,1092,18,59,87.98,69.98,55.31,210.0,16.11092,21.86482,0.0,1021.0,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,0.0
EV,5195,N723EV,LGA,RIC,54.0,292,8,30,71.6,66.2,84.1,170.0,19.56326,24.16638,0.0,,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2.0,80.0,Turbo-fan,0.0
UA,1152,N37287,EWR,PDX,326.0,2434,16,56,93.92,71.96,49.12,190.0,13.80936,,0.0,1015.1,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,1.0
MQ,4323,N619MQ,JFK,ORF,56.0,290,17,0,68.0,62.06,81.29,190.0,16.11092,,0.0,1015.7,9.0,,,,,,,0.0
B6,403,N796JB,JFK,SJU,199.0,1598,8,27,37.94,26.06,61.94,320.0,9.20624,,0.0,1013.8,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
US,2158,N963UW,LGA,BOS,34.0,184,18,0,78.08,64.04,62.05,170.0,10.35702,,0.0,1005.7,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
B6,885,N307JB,JFK,RDU,76.0,427,7,37,37.94,35.6,93.14,40.0,12.65858,,0.02,,2.5,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
B6,361,N579JB,LGA,PBI,145.0,1035,7,29,53.6,44.96,73.89,70.0,4.60312,,0.0,,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
AA,779,N3JLAA,LGA,MIA,150.0,1096,14,55,80.96,55.04,40.94,170.0,11.5078,,0.0,1018.8,10.0,,,,,,,0.0
EV,5747,N828AS,LGA,IAD,43.0,229,6,0,62.06,53.96,74.75,210.0,4.60312,,0.0,1018.7,10.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,Turbo-fan,1.0
DL,95,N624AG,JFK,LAX,313.0,2475,17,0,68.0,44.96,43.44,190.0,8.05546,,0.0,1021.8,10.0,Fixed wing multi engine,BOEING,757-2Q8,2.0,178.0,Turbo-fan,0.0
DL,1753,N383DN,JFK,MCO,141.0,944,15,55,64.04,57.92,80.49,110.0,17.2617,24.16638,0.0,1001.7,10.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,Turbo-jet,1.0
MQ,3737,N504MQ,EWR,ORD,116.0,719,7,10,35.6,28.04,75.31,10.0,27.61872,35.67418,0.0,,2.0,,,,,,,0.0
B6,35,N644JB,JFK,PBI,138.0,1028,18,18,64.4,62.6,93.88,100.0,17.2617,,0.04,,5.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
MQ,3674,N534MQ,LGA,CLE,60.0,419,18,50,77.0,55.04,46.64,250.0,9.20624,,0.0,1012.6,10.0,,,,,,,1.0
B6,1511,N662JB,EWR,RSW,149.0,1068,8,0,69.98,57.92,65.54,260.0,10.35702,,0.0,1015.3,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
9E,3521,N901XJ,JFK,ORD,117.0,740,8,15,41.0,30.92,67.09,190.0,14.96014,,0.0,1018.1,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
AA,677,N639AA,JFK,MIA,176.0,1089,13,59,68.0,60.98,78.25,220.0,5.7539,,0.0,1012.8,3.0,Fixed wing multi engine,BOEING,757-223,2.0,178.0,Turbo-fan,1.0
UA,745,N511UA,LGA,DEN,284.0,1620,15,0,64.94,55.94,72.62,120.0,17.2617,24.16638,0.0,,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,1.0
9E,3395,N923XJ,JFK,DCA,41.0,213,20,35,60.98,42.08,49.73,320.0,21.86482,26.46794,0.0,1011.4,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
B6,147,N526JB,JFK,RSW,145.0,1074,19,25,33.98,30.2,86.49,340.0,24.16638,31.07106,0.0,,9.0,,,,,,,1.0
B6,301,N589JB,JFK,FLL,145.0,1069,14,30,75.02,59.0,57.47,140.0,5.7539,,0.0,1022.3,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
UA,1451,N36476,EWR,BOS,35.0,200,21,49,71.06,66.92,86.77,50.0,14.96014,23.0156,0.0,1018.5,5.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,Turbo-fan,1.0
EV,5068,N136EV,EWR,DTW,79.0,488,6,0,59.0,55.94,89.57,0.0,0.0,,0.0,1014.9,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
DL,695,N974DL,JFK,MCO,148.0,944,11,15,51.08,30.92,45.81,110.0,21.86482,27.61872,0.0,1038.1,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,1.0
US,2150,N949UW,LGA,BOS,35.0,184,14,0,68.0,57.2,72.74,60.0,18.41248,25.31716,0.0,,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
AA,313,N4YFAA,LGA,ORD,109.0,733,9,10,71.06,51.98,50.89,40.0,3.45234,,0.0,1019.9,10.0,,,,,,,0.0
UA,156,N14231,EWR,SFO,347.0,2565,18,15,,,,,,,,,,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,1.0
AA,711,N3ASAA,LGA,DFW,221.0,1389,6,35,37.94,30.02,72.87,220.0,5.7539,,0.0,1015.5,8.0,,,,,,,0.0
B6,155,N805JB,JFK,MCO,145.0,944,18,59,30.92,15.08,51.38,250.0,14.96014,,0.0,1019.9,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
DL,1443,N710TW,JFK,SEA,330.0,2422,9,30,78.08,68.0,71.19,330.0,3.45234,,0.0,1017.0,10.0,Fixed wing multi engine,BOEING,757-2Q8,2.0,178.0,Turbo-fan,0.0
EV,5846,N12552,EWR,RIC,58.0,277,17,35,30.92,12.92,46.74,340.0,16.11092,,0.0,1020.5,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
EV,5174,N708EV,EWR,DTW,87.0,488,11,0,60.98,42.98,51.48,,3.45234,,0.0,1014.5,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2.0,80.0,Turbo-fan,0.0
9E,3422,N902XJ,JFK,BOS,41.0,187,8,40,37.04,24.98,61.35,220.0,19.56326,,0.0,1026.8,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
B6,1178,N629JB,EWR,BOS,38.0,200,20,45,32.0,19.04,58.37,250.0,17.2617,26.46794,0.0,1007.3,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
AA,1871,N3KJAA,LGA,MIA,148.0,1096,9,55,69.08,46.04,43.61,0.0,0.0,,0.0,1022.9,10.0,,,,,,,0.0
EV,4667,N11127,EWR,MSP,150.0,1008,15,29,50.0,28.04,42.39,310.0,11.5078,24.16638,0.0,1015.9,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,1.0
EV,4567,N14180,EWR,MCI,161.0,1092,12,0,53.96,39.92,58.89,310.0,25.31716,35.67418,0.0,1013.4,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,0.0
YV,2751,N912FJ,LGA,CLT,86.0,544,17,35,80.06,53.96,40.54,250.0,10.35702,19.56326,0.0,1013.6,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
AA,327,N4YSAA,LGA,ORD,121.0,733,11,25,37.94,8.96,29.62,260.0,13.80936,24.16638,0.0,1016.0,10.0,,,,,,,0.0
UA,1241,N15710,EWR,TPA,123.0,997,21,17,78.98,66.92,66.58,250.0,11.5078,,0.0,1014.5,10.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,Turbo-jet,0.0
AA,1085,N328AA,JFK,MIA,189.0,1089,9,10,55.4,53.6,96.1,250.0,12.65858,,0.09,,5.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,Turbo-fan,1.0
EV,4510,N16963,EWR,MKE,108.0,725,11,4,80.06,53.06,39.22,20.0,4.60312,,0.0,1024.8,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
B6,1018,N612JB,JFK,BOS,35.0,187,22,50,39.02,21.92,49.93,50.0,5.7539,,0.0,1034.5,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
UA,488,N451UA,EWR,IAH,222.0,1400,12,3,33.08,17.06,51.33,30.0,6.90468,,0.0,1034.4,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
UA,1498,N16703,LGA,ORD,135.0,733,13,0,44.6,41.0,87.09,20.0,9.20624,,0.0,,9.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,Turbo-jet,1.0
B6,918,N203JB,JFK,BOS,67.0,187,16,52,32.0,28.4,92.92,360.0,17.2617,,0.03,,8.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
UA,1053,N73259,EWR,CLE,61.0,404,18,5,64.94,37.94,36.83,,4.60312,,0.0,1027.1,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,1.0
MQ,3709,N518MQ,EWR,ORD,108.0,719,7,55,78.08,66.02,66.48,310.0,11.5078,,0.0,1005.0,10.0,,,,,,,0.0
B6,1201,N729JB,JFK,FLL,137.0,1069,21,50,73.94,64.04,71.22,250.0,11.5078,,0.0,1012.3,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
UA,1506,N75436,EWR,SAN,346.0,2425,8,40,19.04,8.06,61.72,310.0,10.35702,,0.0,1021.0,10.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,Turbo-fan,1.0
B6,167,N527JB,JFK,OAK,346.0,2576,17,10,62.6,59.0,89.7,200.0,5.7539,,0.0,,10.0,,,,,,,0.0
B6,1418,N608JB,JFK,BOS,39.0,187,8,30,41.0,28.04,59.65,240.0,13.80936,23.0156,0.0,1024.1,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
MQ,3231,N650MQ,JFK,PIT,72.0,340,15,15,48.02,33.08,56.01,220.0,5.7539,,0.0,1015.9,10.0,,,,,,,0.0
9E,3611,N602XJ,JFK,PIT,62.0,340,8,5,77.0,55.04,46.64,,3.45234,,0.0,1021.4,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,0.0
B6,600,N258JB,JFK,PWM,45.0,273,10,10,42.08,32.0,67.22,60.0,18.41248,31.07106,0.0,1011.8,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
DL,329,N399DA,JFK,SJU,202.0,1598,17,0,24.98,5.0,41.8,310.0,23.0156,28.7695,0.0,1023.4,10.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,Turbo-jet,0.0
MQ,4569,N739MQ,LGA,RDU,71.0,431,19,10,33.08,10.04,37.7,310.0,9.20624,,0.0,1032.5,10.0,,,,,,,0.0
B6,929,N506JB,JFK,RSW,170.0,1074,8,17,53.06,39.92,60.87,300.0,11.5078,,0.0,1013.8,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,1.0
UA,450,N447UA,LGA,IAH,208.0,1416,5,45,59.0,55.94,89.57,40.0,19.56326,25.31716,0.0,1012.7,1.5,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,1.0
DL,83,N3760C,JFK,FLL,153.0,1069,19,10,48.92,19.04,30.27,320.0,16.11092,,0.0,1013.4,10.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,Turbo-jet,0.0
B6,56,N317JB,JFK,BTV,49.0,266,9,0,50.0,46.94,89.17,160.0,20.71404,28.7695,0.02,1014.2,7.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
VX,161,N840VA,EWR,LAX,309.0,2454,9,15,69.08,53.96,58.56,0.0,0.0,,0.0,1016.3,10.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,Turbo-fan,0.0
MQ,3675,N509MQ,LGA,BNA,115.0,764,9,45,53.06,42.98,68.5,0.0,0.0,,0.0,1027.0,9.0,,,,,,,0.0
AA,883,N4XMAA,EWR,DFW,186.0,1372,15,0,80.06,55.04,42.16,310.0,10.35702,16.11092,0.0,1015.2,10.0,,,,,,,0.0
B6,63,N579JB,JFK,SEA,318.0,2422,9,0,62.96,51.98,67.34,10.0,6.90468,,0.0,1023.6,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
UA,1211,N35260,EWR,LAX,323.0,2454,13,59,82.94,62.96,50.97,300.0,13.80936,24.16638,0.0,1007.8,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,1.0
B6,486,N324JB,JFK,ROC,46.0,264,22,45,66.92,59.0,75.69,190.0,10.35702,,0.0,1022.5,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
B6,1505,N648JB,JFK,ABQ,234.0,1826,20,1,60.98,55.94,83.47,80.0,8.05546,,0.0,1020.0,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
AA,763,N3JJAA,LGA,DFW,211.0,1389,15,35,33.98,8.06,33.28,340.0,6.90468,,0.0,1031.3,10.0,,,,,,,0.0
MQ,4491,N734MQ,LGA,CLE,61.0,419,14,10,39.02,17.06,40.57,290.0,12.65858,21.86482,0.0,1004.2,10.0,,,,,,,0.0
WN,904,N256WN,EWR,DEN,211.0,1605,16,15,37.94,23.0,54.51,320.0,13.80936,21.86482,0.0,1006.2,10.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,Turbo-fan,0.0
UA,1284,N75433,EWR,SFO,310.0,2565,16,59,91.94,69.08,47.36,180.0,9.20624,,0.0,1018.3,10.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,Turbo-fan,0.0
